,Query,Text,Tweet Sentiment,Created At,ID,Hashtags,User Name,Retweet Count,Favorite Count,User Description,User Sentiment,Follower Count,Verified?,Replies,Reply Sentiment
2,blue lives matter,damn woulda been real funny if police had tha same attitude towards the blue lives matter protesters as they had to… https://t.co/tMNFkruvI1,-0.1531,2020-06-17 20:21:23,1273350044956200960,[],𝚔𝚛𝚒𝚜 𝟐𝟎.𝟎𝟔.𝟐𝟏,1,4,starved to death in a land of plenty • ig: deadringerrr • never forget 6.3.20 • ***DONT REPOST MY ART*** Web store: https://t.co/OuIvm1JLio,-0.1531,2017,False,['i mean ?? its essentially the same type of protest ???? but ig police arent able to find an excuse to hit racist people with batons :/'],-0.8912
3,blue lives matter,@AymanM Consider this : Do the Crime do the TIME !! and suffer the consequences of your OWN choices !! No skin colo… https://t.co/s6lu1oeUMw,-0.8852,2020-06-17 20:14:48,1273348391892922368,[],Whatya'llreallywannasay,0,0,,-0.8852,0,False,['@Diane35012203 @AymanM Shut up'],0.0
4,blue lives matter,@evie_maria_x @Saint_Gerrard @premierleague It’s a bit like going outside and constantly saying ‘the sky is blue’ -… https://t.co/0ea8uiI7fN,0.3612,2020-06-17 20:13:36,1273348089651347460,[],Ashton,0,1,"‘If you can't be good, be careful’ Frequent & Keen Traveller. @DallasCowboys fan - Free Hong Kong ! 🇭🇰🇬🇧🇺🇸",0.3612,302,False,"['@ASH_LV17 @evie_maria_x @premierleague On Sky\'s home page ""Black lives matter"" and underneath ""educate yourself"" et… https://t.co/EzdGJRXgTH']",0.0258
5,blue lives matter,@Aloz777 @interkx9 @Medrobellion @PG_ESAM @WaDiRob Black lives matter. Video games don’t. It’s that simple. The pro… https://t.co/fqAVXNHRLZ,0.0258,2020-06-17 20:11:16,1273347501635047438,[],Deep Blue,0,0,I play smash.,0.0258,1,False,['@Deep_Blue_SSB @interkx9 @Medrobellion @PG_ESAM @WaDiRob Countless lives have been ruined and finished because of t… https://t.co/bbBXwRTFHc'],-0.4767
6,blue lives matter,"@Ok_CoachBelieve @JordanRRedman I applaud any direct civic participation! Last night, both Blue Lives Magic and Bla… https://t.co/alLwD2A7Dz",0.5093,2020-06-17 20:10:23,1273347276518408193,[],guillermo dardanelle,0,0,easily dismissed Russian bot,0.5093,25,False,['@sckrut @JordanRRedman I would have left too. If the people in my town wanted to defund education because of some b… https://t.co/BDE9bM0k6Q'],0.0
7,blue lives matter,@EricSColeman @marklevinshow Thank you. Not all cops are good cops and not all cops are bad cops. This is a disgrac… https://t.co/2QWU67DzjW,0.2263,2020-06-17 20:08:09,1273346718332071936,[],Michelle,0,7,,0.2263,1,False,['@missyp997 @marklevinshow We need to do something. This is outrageous.'],-0.4588
8,blue lives matter,this type of fake crying shit is dangerous &amp; she is knowingly adding to the toxic “blue lives matter” argument. she… https://t.co/GA9K00nQ0B,-0.9371,2020-06-17 20:06:09,1273346211915816961,[],samwise,0,3,ben solo deserved better • #blacklivesmatter,-0.9371,259,False,['I initially found it humorous that she was complaining about something so unimportant but I remembered that those f… https://t.co/RM3LodAGNS'],-0.152
9,blue lives matter,When will the Blue Lives Matter people start a Loggers or Roofers Lives Matter protest too?  I mean cmon if we’re p… https://t.co/SzMQkeztlT,-0.2023,2020-06-17 20:04:37,1273345827650469889,[],FreeFall,0,1,The name’s FreeFall and I’m petty like Tom. 'Swerve' out now! https://t.co/xm0V1vLbCY,-0.2023,668,False,['Source: https://t.co/7X7Y0IezVG'],0.0
10,blue lives matter,@BuckingmBuck @wondrlost @tkag2020_ann @McDonalds Please make sure your blue lives matter sticker is very prominent… https://t.co/Qgzk1XenuJ,0.5719,2020-06-17 20:03:28,1273345535911637001,[],Rasslin' Society and Its Future,0,2,"Trả thù là thức ăn tốt nhất được phục vụ ở nhiệt độ phòng.

International Pro Wrestling Account (not a bot). 4th degree black belt holder in Mongrovian Karate",0.5719,152,False,['@seoul_machine So you work in fast food?'],0.0
0,ahmaud arbery,"https://t.co/FYiqXXsu4f  
 Ahmaud Arbery's Mom Says Trump Was ""Very Compassionate"" During Their Meeting",0.5413,2020-06-17 21:17:10,1273364084000534532,[],Stonewall Jackson,12,21,American History Buff. Believer In Free Speech. Believes That America Was Once Great And Could Be Again Once We End Political Correctness.,0.5413,224085,False,['@1776Stonewall They won’t want to talk to her anymore.'],0.0772
1,ahmaud arbery,@redbarkingmonky @PeteDavisMe @MPetchenikWSB Ahmaud Arbery was just a jogger narrative.,0.0,2020-06-17 21:12:14,1273362843736379398,[],Aaron Hollander,0,0,I need an adult!,0.0,154,False,['@ahollander314 @PeteDavisMe @MPetchenikWSB Got it.  I didnt follow that case.  Maybe I should.'],0.0
2,ahmaud arbery,"@KarstenKinstler Yeah, I get that. But apparently, we need to be clearer sometimes. The assholes who killed Ahmaud… https://t.co/0MeiZHpsVe",-0.9161,2020-06-17 21:04:54,1273360996682264576,[],"april, non serviam",0,1,“You gave me hyacinths first a year ago; They called me the hyacinth girl.” // https://t.co/R55o3OVak7,-0.9161,4051,False,"['@hyacinthgrrl Not a fan of ""hate crime"" legislation. On any level. ""I liked this guy so much I cracked his skull op… https://t.co/npMcLnohzr']",-0.7478
3,ahmaud arbery,"Stacey, did you cry like that for the numerous lynchings this week? Or for Breonna Taylor who was sleeping in HER b… https://t.co/wR0T9IlF5v",-0.1531,2020-06-17 20:59:56,1273359748746919936,[],Laika,0,0,UAPB ‘23🦁,-0.1531,85,False,['you’re crying over a fake sandwich. We’re fighting for the right to live. For the love of God reassess your situati… https://t.co/eNTBya2kI6'],-0.34
4,ahmaud arbery,@AlbertYum4 @ZackG1982 @KingJames The house was under construction and open! All her did is look at the constructio… https://t.co/IwNfQNYFUp,0.0,2020-06-17 20:51:55,1273357728719699968,[],JSOV,0,0,"God, Family, Business, Music & Films. https://t.co/m5XM4hYuBe https://t.co/nkA20vvfL3",0.0,47,False,"[""@JSOV_ @ZackG1982 @KingJames My narrative? I'm just piecing together evidence and not speculation from a prosecutor… https://t.co/kWFstBraKf""]",0.0
5,ahmaud arbery,THIS IS WHY WE HAVE TO VOTE!!! This decision was made by the DA in less than a wk. District Attorney is an elected… https://t.co/9WLvPKIYiJ,0.0,2020-06-17 20:50:13,1273357303882932226,[],Will Packer,19,38,Emmy Nominated Producer that THINKs LIKE A MAN while STOMPing THE YARD. Come RIDE ALONG with your GIRLS for this TRIP 😏,0.0,136150,True,"['@willpowerpacker And the irony in going to Walmart and Chick-Fil-A\n\nBut seriously, we do have to become more intent… https://t.co/WL5jFOsF5Z']",-0.2846
6,ahmaud arbery,I don't really care to check the validity of their claims. If we tried to adhere to all the conspiracy theories wha… https://t.co/4G4YasPvNF,-0.7387,2020-06-17 20:50:11,1273357294156333058,[],Walkers of the Path for Black Lives,0,0,"He/Him 🇹🇹🇺🇸 Been a Terrorist since 2010-2011 (fucking learn the difference)

BLACK LIVES MATTER. LEAD. FOLLOW. OR GET THE FUCK OUT OF MY WAY.",-0.7387,213,False,['The biggest sign that the whole thing is bullshit to me is the use of the Freemasons. People have been using Masoni… https://t.co/DLX3Z5AyjY'],-0.5859
7,ahmaud arbery,"What are you doing to breathe for George Floyd? How are you honoring the names of Breonna Taylor, Ahmaud Arbery, Sa… https://t.co/uzD0ovVAWs",0.5106,2020-06-17 20:49:37,1273357153911410689,[],BLM Pink,0,0,https://t.co/9r94OWA5gD // they/them/theirs // fibro-endo-ibs-adhd-ptsd-depresso spoonie,0.5106,14,False,['I’m raising money and running supplies to the Twin Cities mutual aid sites. I’m volunteering at the medical tent ev… https://t.co/NeYmg9KEF9'],0.0
8,ahmaud arbery,@Redar_Chris I don’t know which dept she is with now but I do know she is in Glynn county that’s the same county wh… https://t.co/nrmcOxvhpN,0.0,2020-06-17 20:45:41,1273356162935619584,[],Marie Fonseca 🔥🅰️🌹,0,2,#OfficialOpinionist,0.0,6712,False,"[""@TheMarieFonseca This gordian knot keeps untying into stranger shapes, I'm just happy to be along for the ride""]",0.5719
9,ahmaud arbery,Governor Brian Kemp: Justice for Ahmaud Arbery - Sign the Petition! https://t.co/PYZtTCC1Za via @CdnChange,0.5707,2020-06-17 20:43:00,1273355487669608448,[],rosa_chantel,0,0,Influenster made me do it.,0.5707,22,False,['#AhmaudArbery'],0.0
10,ahmaud arbery,@caro_elizabeth7 How are you going to say and cry over the fact that because they took too long to bring her the or… https://t.co/AEvzmi39xA,-0.4767,2020-06-17 20:40:42,1273354909589671939,[],Liz McLovin,0,1,M.J.P,-0.4767,439,False,['@LizGuzovskiy Shit got me HOT. So many times I’ve been asked to go to the side because my food was being made FRESH… https://t.co/LUsZg9fwXA'],-0.5574
11,ahmaud arbery,@IsShocked @politico Anyone who thinks Trump is racist is an NPC. 2 of Trump's Dept Secretaries are black and one i… https://t.co/Bw9q1rn6dN,-0.6124,2020-06-17 20:38:31,1273354357833109504,[],C.S. Boogaloo,0,0,Just a Liberty Boi from the Swamplands 🌴,-0.6124,267,False,"['@CSBoogaloo @IsShocked @politico We see you, #Boogaloo boy (BTW, loo=toilet).\n\nHe’s polling at about 16% approval r… https://t.co/yHiCI15own']",0.4767
12,ahmaud arbery,FBI: Criminal Charges for Travis &amp; Greg McMichael in the murder of Black Jogger Ahmaud Arbery - Sign the Petition!… https://t.co/vbFUawvETE,-0.8883,2020-06-17 20:36:42,1273353900280516608,[],C10U,0,0,uhm🧙🏽😈⚖️,-0.8883,127,False,['White House: Justice for Sean - Sign the Petition! https://t.co/3YjALrjc32 via @Change'],0.5707
13,ahmaud arbery,@chatlord000 It's obvious what I was referring to. When two white guys tried to detain Ahmaud Arbery the detainers… https://t.co/dTPLo9nM1i,-0.4215,2020-06-17 20:31:58,1273352708267757573,[],King Dead Wolf-Deer,0,0,,-0.4215,0,False,"[""@Muatra It's a good thing I asked for clarification. Well, as you might recall, the only cause for Arbery's detenti… https://t.co/h8nte1RQlv""]",0.6124
14,ahmaud arbery,"@AlbertYum4 @ZackG1982 @KingJames Yeah I thought you might say that... so here’s the article from Fox:
https://t.co/tqpiACjB9E",0.296,2020-06-17 20:30:51,1273352427153096707,[],JSOV,0,0,"God, Family, Business, Music & Films. https://t.co/m5XM4hYuBe https://t.co/nkA20vvfL3",0.296,47,False,"['@JSOV_ @ZackG1982 @KingJames ""Used racial expletives AFTER shooting him."" There is no CONCRETE EVIDENCE of Arbery g… https://t.co/Db6ttUy4kG']",-0.296
15,ahmaud arbery,"@_donaldson @mattgaetz Zimmerman was driving around stalking Trayvon.
The 911 dispatcher told him not to follow Tra… https://t.co/0Ztsk4MCLu",0.0,2020-06-17 20:19:27,1273349562254663681,[],Mantis Bise,0,0,Quick Pickle • Deflect Queen • Love facts that do not involve politics or politicians • Stickers,0.0,445,False,['@amandabise @mattgaetz The court disagrees.'],-0.3182
16,ahmaud arbery,@TomLasby @wiseacre33 @ComradeRedSon Ahmaud Arbery was not charged until the people spoke. After Mr. Floyd's death… https://t.co/o7qTn4xR0w,0.1511,2020-06-17 20:18:15,1273349257261694976,[],Supporting the Revolution in Any Way I Can,0,0,Hold your politicians accountable or get out of the way for those of us who do.  We are running out of chances. Don't blow it.,0.1511,3023,False,"['@TeresaMayNot @wiseacre33 @ComradeRedSon Yes, but the decision to charge someone with murder is the decision of a h… https://t.co/EsIatLhR0Z']",-0.7717
17,ahmaud arbery,"Ya mean, like Breanna Taylor, who was asleep? Like Ahmaud Arbery, who was jogging? https://t.co/mbZjs6bnJ4",0.6553,2020-06-17 20:15:09,1273348478668865537,[],Bob Kravitz,8,127,Senior Staff Writer for The Athletic.,0.6553,126644,True,"['@bkravitz He was jogging in Timberlands??  Bob, you’ve officially jumped the shark.', '@bkravitz Like Sean Reed who was tased and down THEN shot 15 times.  \n\n“Looks like a closed casket for you homie”.… https://t.co/XlZEX7QLMU', '@bkravitz Yo Bob - does it matter that her boyfriend was shooting at the police?  Minor details.', '@bkravitz Ol galaxy brain there listens all the time ya know.', '@bkravitz I think the people who need to listen and obey are the cops. Time for them to understand what being a public servant means.', '@bkravitz Botham Jean? Shot dead in his own apartment.', '@bkravitz ""Just obey us"", Jeff insisted', '@bkravitz Or the gentlemen in Dallas who was eating ice cream and white cop lady blasted him in his own apartment.… https://t.co/dVmc1taNve', '@bkravitz Let’s slow our roll on Breonna Taylor. She was part of a drug investigation and search warrant. She was s… https://t.co/Y99fcpw8cX', '@bkravitz Or Philando Castile, who told the officer there was a gun in the car. Followed all instructions. Shot and killed.', '@bkravitz And Atatiana Jefferson, Stephon Clark, Philando Castille...and on and on and on...', ""@bkravitz Shocked that the guy whose header photo is just a pile of corn and potatoes doesn't have a more nuanced t… https://t.co/tXcpUPmY9Q""]",-0.09275833333333332
18,ahmaud arbery,Ahmaud Arbery's mother says President Trump was 'compassionate' during meeting with victims' families… https://t.co/8q9IXF6Mu9,0.2263,2020-06-17 20:02:54,1273345394898919425,[],Constitutional Nobody,1,0,"Founder of The Tea Party's Front Page. Old school. Mensa, NRA, USN vet. Rednecker & boondocker than you. ΜΟΛΩΝ ΛΑΒΕ (John 15:13.) #IAmTheSecondAmendment.",0.2263,41510,False,['@USSANews They know who is and who isn’t.  They are seeing the light!'],0.0
19,ahmaud arbery,“What?! Nah nah thats too far” (as if chasing me for a block and a half and almost hitting me wasnt “too far” and d… https://t.co/16BEprKzoa,-0.6114,2020-06-17 20:02:18,1273345243790766080,[],Ham🌊818 On A Wave🌊,0,0,New Account. 🙏🏾🙏🏾🙏🏾🙏🏾8️⃣ 🇺🇸🇩🇲,-0.6114,957,False,['This was in Sherman Oaks'],0.0
20,ahmaud arbery,"So in my Google law school from the Ahmaud Arbery case, I learned Georgia is a state without 'degrees' of Murder. A… https://t.co/xt5u6vWZki",0.5773,2020-06-17 19:56:44,1273343843455377409,[],THE Monday Morning QuarterBLACK,0,2,#GoLakers #GoNiners,0.5773,1859,False,"[""For this to stick, they'll have to prove intent, which shooting a man running away....they should be able. But I ca… https://t.co/i5K2Y7rD8U""]",0.0
21,ahmaud arbery,@spatial_anomaly Her name is Stacey Talbert and she is in Glynn county Georgia - same county that Ahmaud Arbery was… https://t.co/FZJmRKkBN0,0.0,2020-06-17 19:54:37,1273343309218549762,[],Marie Fonseca 🔥🅰️🌹,8,20,#OfficialOpinionist,0.0,6712,False,"['@TheMarieFonseca @spatial_anomaly She works in McIntosh County.', '@TheMarieFonseca @spatial_anomaly Richmond Hill is in Bryan County. Ahmad Arbery was murdered in Glynn County.', '@TheMarieFonseca @spatial_anomaly No we were wrong....looks like Bryan County', '@TheMarieFonseca Oh, well that fits.']",-0.07732499999999998
22,ahmaud arbery,"Senate GOP: Have you heard the pleas of the American people?

Have you listened to and said the names of George Flo… https://t.co/SF3AXEUZ03",0.0,2020-06-17 19:53:48,1273343106180681736,[],Rep. Debbie Mucarsel-Powell,7,21,"Mom. Immigrant. 1st Ecuadorian-American in Congress. Fighting for lower health care costs, commonsense gun reform & combat climate change. Proudly serve #FL26",0.0,27917,True,['@RepDMP I like the Republican bill more.'],0.3612
23,ahmaud arbery,"@JonesPark13 @fitserbmomma @berry_jingle @lawhawk @thehill @RepSwalwell @mattgaetz Walter Scott, Maurice Gordon, Ra… https://t.co/Ty0AEM9OCT",0.0,2020-06-17 19:51:36,1273342551332970498,[],My heart belongs to a Moni,0,2,Living in a state of terror was new 2 many White people in America but Black people have been living in a state of terror in this country 4 over 400 years-Maya,0.0,2188,False,['@MLWB116 @JonesPark13 @berry_jingle @lawhawk @thehill @RepSwalwell @mattgaetz And that’s just recent ones.'],0.0
24,ahmaud arbery,"@JSOV_ @ZackG1982 @KingJames First it was Ahmaud Arbery, in which they couldn't really hit home with people because… https://t.co/8cCEODMT4e",0.0,2020-06-17 19:50:35,1273342296260411393,[],Albert Yum,0,0,,0.0,0,False,['@AlbertYum4 @ZackG1982 @KingJames The Ahmaud Arberry story NEEDED to be told because it was being swept under the r… https://t.co/pNDgKiu80U'],0.0
25,ahmaud arbery,"I'm cosponsoring the Justice in Policing Act of 2020. Spurred by the murders of George Floyd, Breonna Taylor, Ahmau… https://t.co/8vfb2ndFgu",-0.1531,2020-06-17 19:47:47,1273341591617486848,[],Rep. Abigail Spanberger,6,22,"Proudly serving #VA07 in the U.S. House. Former CIA operative, former federal agent, and current Girl Scout leader. Mom of 3.",-0.1531,36297,True,"['@RepSpanberger I really appreciate how pure your heart is and how much you really do fight to make our country heal… https://t.co/opiV7MrrTz', 'I’ve listened to a range of diverse views on this topic, from across #VA07, including hearing from local law enforc… https://t.co/rfrBSb4afd']",0.3251
26,ahmaud arbery,@SenRuthMartin @WACVetBklyn @shawn_heitz @IvankaTrump @donlemon Your disrespect of Ahmaud Arbery's grieving mother… https://t.co/JOg59geCMh,-0.7269,2020-06-17 19:45:15,1273340955282767872,[],Carmela Starr,0,1,🍬 💫 🍭 🌟 🇺🇸 🐕 #Resist 🌊 she/her - that drives the Trumpers crazy,-0.7269,636,False,['@CarmelaStarr7 @WACVetBklyn @shawn_heitz @IvankaTrump @donlemon @donlemon is not a credible source... for anything.… https://t.co/hM0qUZwOYo'],0.0
0,blm,#StarTrekUnitedGives each tweet gives $1 in donation to the blm movement,0.0,2020-06-17 21:36:35,1273368969756499968,"[{'text': 'StarTrekUnitedGives', 'indices': [0, 20]}]",kozi,0,0,a k-pop fan account (backup for @kawziz),0.0,148,False,"['@kawzizz @kawzizz Thank you for your support. If you would like to make a personal contribution, please visit… https://t.co/1HMY6pjNYL']",0.8402
1,blm,It amazes me that people are still calling out Kendrick Lamar for not tweeting anything about the BLM protests when… https://t.co/78pnmdhACW,0.3182,2020-06-17 21:36:26,1273368933433667584,[],Lane Bacon,0,0,V-Live I order that Alfredo pasta,0.3182,144,False,['The guy has dedicated his entire career and discography to speaking out against political injustices but his fans a… https://t.co/RULpAPY6at'],0.25
2,blm,#StarTrekUnitedGives BLM is not responsible for destroying your local mcdonalds you massive donkey,0.2411,2020-06-17 21:36:12,1273368876999495682,"[{'text': 'StarTrekUnitedGives', 'indices': [0, 20]}]",Da Froog,0,0,Painfully unfunny. Sorry. He/him moment,0.2411,21,False,"['@Da_Froog @Da_Froog Thank you for your support. If you would like to make a personal contribution, please visit… https://t.co/U3lStaM9bS']",0.8402
3,blm,"@br4tzdoIl @EGYPTlANBLUE i'm more focused on yemen and blm, but you're worried enough about it for a ""hater"" so",-0.6761,2020-06-17 21:36:03,1273368838319603718,[],444,0,0,𝐰𝐨𝐫𝐤 𝐮𝐧𝐭𝐢𝐥 𝐲𝐨𝐮 𝐧𝐨 𝐥𝐨𝐧𝐠𝐞𝐫 𝐡𝐚𝐯𝐞 𝐭𝐨 𝐢𝐧𝐭𝐫𝐨𝐝𝐮𝐜𝐞 𝐲𝐨𝐮𝐫𝐬𝐞𝐥𝐟.,-0.6761,802,False,['@Amor4Dior @EGYPTlANBLUE you seemed more focused on Ariana and her cup of iced coffee and arianators supposedly bei… https://t.co/9rZkaoiRPa'],0.4391
4,blm,"since we’re exposing people rn 🤩

@/redandvidya is the one who said that crystal was blackfishing, he defended bian… https://t.co/kHwVfmVxi1",-0.2732,2020-06-17 21:35:57,1273368813497507841,[],lena ♡,0,2,get dusted 😁🥰😘😋🥵😏🤗🤤😍,-0.2732,786,False,['@lenamethyd oh and bashed ppl for liking certain queens teehee❤️'],0.5859
5,blm,"I love how my lowest effort jokes get the most attention.

""Here's a BLM/MauLer pun.""
""Oh cool, have 60+ likes.""

""… https://t.co/6DA0oU79FE",0.8271,2020-06-17 21:35:52,1273368790785495041,[],Zodiac of the Toxic Brood,0,0,Official Twitter of someone who isn't famous. Aspiring writer and YouTube reviewer. Professional EFAP hatemonger. https://t.co/CE0Mb11gpj,0.8271,114,False,"[""Not that I'm complaining. It's nice not having to even try. It's so much easier. But could you imagine if I actuall… https://t.co/L3k4dsTmCi""]",0.4999
6,blm,"@TygerEap @Oga23 @DJ_TPGReport Right and the riots and the news of them lead to large donations to blm, and majorit… https://t.co/DB0WSec9eV",-0.5106,2020-06-17 21:35:48,1273368775904149511,[],Murdoc,0,1,,-0.5106,38,False,['@MurdocGLL @Oga23 @DJ_TPGReport This is true. Again the reason the organization of blm is bogus. But the message of it should be belittled'],-0.4767
0,police brutality,We are conducting this march for justice and equality to honor the Black lives lost due to police brutality and hat… https://t.co/O15ouTuUaG,0.0772,2020-06-17 21:53:11,1273373148084416519,[],Midway Civil Rights Coalition,0,0,MCRC is an organization comprised of young activists fighting for social change in the Southwest neighborhoods of Chicago.,0.0772,0,False,"['Mamie Till was a civil rights activist, educator, and mother of Emmett Till, the 14 year old who was unlawfully lyn… https://t.co/2EqKjqZ57c']",0.0
1,police brutality,"Lindsey Graham Melts Down And Blames Obama For Police Brutality https://t.co/yE9jmxS4dl via @politicususa 
***Now M… https://t.co/y5H9vuQG86",-0.7717,2020-06-17 21:53:02,1273373109408591872,[],NWSentinel2,0,0,"Navy Vet, Photographer, Books, Music, Environment #TurnTheSenateBlue #KeepTheHouseBlue #Resist #VoteBlue2020, Outspoken opponent of trump and the GOP. #SaveUSPS",-0.7717,5506,False,['@NWSentinel2 @politicususa #criminaltrump \n\nVOTE  #ABR \n\nANYBODY BUT REPUBLICAN https://t.co/JL4El5iPOM'],0.0
2,police brutality,"@BrayGianna @Appoloopal @lemoanyfresh It's not immature to fight injustice &amp; police brutality. Yes, I do wish we ke… https://t.co/DFoJkK4ro9",-0.2769,2020-06-17 21:51:52,1273372819192086528,[],Scooter,0,0,"Side acct
M/22
POC",-0.2769,1,False,['@BrayGianna @Appoloopal @lemoanyfresh I hope that ppl are realizing the collective power we have &amp; will fight for o… https://t.co/qeAJvygEbQ'],0.0772
3,police brutality,"""According to this white supremacist line of reasoning, the black body is not only dangerous but also disposable. I… https://t.co/3U4xDh1xLC",0.2563,2020-06-17 21:51:08,1273372634001166337,[],Job  Mwaura,0,0,Ph.D(oer) @Wits | SSRC NextGen Alumni| Teach and Research on 👉🏾#DigitalCulture#|DigitalActivism|#Social/New Media in Africa|Views are my own,0.2563,3188,False,"['""some African leaders have even been the greatest threats to black life in the continent. Just these last months, u… https://t.co/0thFaemfSk']",0.34
4,police brutality,"A little back and forth is okay, but for me to empty MY tank, MY Cup, and drain MY spirit? No.

I'm not chasing com… https://t.co/31XjTndVZi",0.0772,2020-06-17 21:50:59,1273372595946229761,[],Mistah Marvel🖤💚♥️,0,0,"A writer and a whole ass entertainer 
MistahMarvel Everywhere
☕: https://t.co/FYbraeeYo2
🎙️: #storytellerspod
📖: #WeMissedaMeeting
👕: #TagsByMarvel",0.0772,3190,False,"[""I'm not chasing companies that have already shown me over and over subliminally, subtley, and over time that Blackn… https://t.co/brzo5z0ZPS""]",0.0
5,police brutality,"@ljmontello @liljenawesome @KGWNews So, if police are brutal now, not with the tanks and military equipment, becaus… https://t.co/L53MU74d0l",-0.6249,2020-06-17 21:50:29,1273372468988633088,[],Brett Jensen,0,0,,-0.6249,23,False,['@brett19751975 @liljenawesome @KGWNews Fewer toys gives them less security to act as bullies and harass civilians.… https://t.co/N9OBgw5MRO'],-0.2716
6,police brutality,"These are brutality and accountability issues

Let’s say you can justify why police are brutal: Can you also justif… https://t.co/fvzZn2wNTM",-0.8442,2020-06-17 21:50:24,1273372448759611392,[],"Alyasah ''Ali'' Sewell, Ph.D.",0,0,"Associate Professor of Sociology @EmoryUniversity. Director @RaceandPolicing, Structural Racism. Neighborhood Effects. Health Equity. Alchemist. they/them/their",-0.8442,4656,False,['Morals of the story?\n\n1. This is not the Wild Wild West. \n\n2. Raging out is not a part of the job.\n\n3. Police can b… https://t.co/riAtOMJhMk'],-0.5267
7,police brutality,@RhinoV9111 @phantombmrang @danielabram71 @gators803 @ms1481 @dbongino Indeed. People still defend police brutality.,-0.6124,2020-06-17 21:49:17,1273372166424350726,[],Bunker bitch,0,0,I’ll be sad when trump’s out of office.,-0.6124,396,False,"['@TDSDiagnoser @RhinoV9111 @danielabram71 @gators803 @ms1481 @dbongino Not brutality.  Fire a weapon at a cop, get s… https://t.co/cUgZPUBj32']",0.4689
8,police brutality,"Afton Williamson deserves a HUGE, MASSIVE apology.
@therealaftonw 

https://t.co/sXRp89e51f",0.4995,2020-06-17 21:48:56,1273372078603776000,[],Barbara Kaye Friend,0,0,"A compulsive tooth-brusher who still sleeps with a baby blanket.
she/her",0.4995,955,False,"['Previously, from this same show:\n\nWilliamson detailed her reasons for quitting, which she said included ""Racial Dis… https://t.co/b3HwMTPCIz']",0.0
9,police brutality,@RattleZz_ @oliviaamariieee @Faycts_the_Bern @JColeNC A thread:  in these set of bars Cole speaks about nonames rag… https://t.co/qMgKPEfRdj,0.0,2020-06-17 21:48:49,1273372048669073408,[],Head Master,0,0,Who am I? Who am I? Don't remind me                  Free Uber Rides: fg3v4,0.0,162,False,"['@RattleZz_ @oliviaamariieee @Faycts_the_Bern @JColeNC Here he acknowledges the criticism but instead of addressing… https://t.co/YzccXNy9ij', '@IAmHvman @oliviaamariieee @Faycts_the_Bern @JColeNC The line breaks are all seperate. horrible point. Her points s… https://t.co/SI02CnhdsM']",-0.39025
10,police brutality,"@albcdad @Patrick_Lawyer @CJMcCollum Men lie, women lie, numbers don't. Eat up the narrative all you want. Why were… https://t.co/jAbpqDwPdp",0.0772,2020-06-17 21:48:10,1273371887045873665,[],ScBeats,0,1,,0.0772,61,False,['@Soulchemistbeat @Patrick_Lawyer @CJMcCollum Ok KAaron.'],0.296
11,police brutality,/2 Nadler tries to counter GOP complaints that Democrats haven't worked with them on the police brutality legislati… https://t.co/TuIaxY8jsx,-0.7717,2020-06-17 21:48:05,1273371866376343552,[],John Bresnahan,1,2,"Congressional bureau chief for Politico. Yankees fan. Boston sucks. ""Politico ruins everything.""",-0.7717,80668,True,"['/3 GOP Rep. Debbie Lesko (Ariz.) offers an amendment barring federal grants to local governments that ""allow an aut… https://t.co/yGl7OkKfPw']",0.4215
12,police brutality,Joe Rogan has MMA fighters and body builders on his show and then asks them about police brutality and racism. And… https://t.co/Kwiwe4ltvY,-0.8519,2020-06-17 21:47:59,1273371839947927553,[],Ben Tarran,0,0,BLM. ACAB. This is a revolution,-0.8519,216,False,"['But the first question should be, where do you get your news from? Do you know what’s been going on? Do you feel ed… https://t.co/C9e2KliHMA']",0.0
0,cops,whats gonna happen when these cops start running across state lines to a red state?  would GOP governors turn over a crooked cop?,0.0,2020-06-17 22:37:51,1273384391759269889,[],Mike Griffin,0,0,Energetic Organizer. I travel a lot for work. Proud member of the Obama Generation. Unapologeticly Black. Tweets are my own.,0.0,5865,False,['@votegriffin Nope'],0.0
1,cops,"@goblinjimmy @a_ri27 @kurtisconner I mean it's still being investigated, but that is something cops have to look out for",0.0,2020-06-17 22:37:50,1273384384180047872,[],Ailem Cailin,0,0,,0.0,11,False,['@XShadowCrowX @a_ri27 @kurtisconner okay anyways they deserve it LOL'],0.6633
0,police,No be Ibrah then he dey cry for police custody sometime ago?,-0.6486,2020-06-17 22:57:39,1273389372239482881,[],Sandro💯🇬🇭,0,0,"MOBA❤️, geophysicist.",-0.6486,445,False,['@Dro_duncan 😂😂 charle boys dey sellout'],0.7003
1,police,Just got held by armed police for 15mins. They also tried to take my dog (which is why I was out walking). Several… https://t.co/HbdHmlSTHC,0.0,2020-06-17 22:57:37,1273389366086381575,[],Jimbob,0,0,"Runs in deserts for fun, tells people about rocks for money. religiously uninterested, scientifically inquisitive",0.0,81,False,['@jimwsteele1 Oh no! Hope you &amp; the dog are okay!'],0.658
0,protestors,"DONATE • it can be something as small as $5, $10, $15, etc. no matter how big / small u donate, it all adds up. The… https://t.co/AiXHpc0Ki8",-0.0191,2020-06-17 23:11:41,1273392904325791745,[],Designs By Mani,0,0,Graphic Designer | loading...,-0.0191,310,False,"['PETITION • Personally me, I don’t feel safe donating bc I don’t want to feel robbed. This is something I’ve done re… https://t.co/4KdV0JFyYO']",0.4939
